what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333486807800
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1333486851232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333486896640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333486899826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333486902567
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1333486902583
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333486904343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333486917687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333486951919
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1333486951935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333486961230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333486972929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487028547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487044353
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333487044376
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1333487055238
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1333487056664
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333487057688
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1333487058798
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333487060374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487064205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487153396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487157540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487161841
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1333487163970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487180594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487211915
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1333487211929
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333487216740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487221471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487230372
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1333487230398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487232802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487244245
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1333487244257
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333487256203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487284865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487288484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487306792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487371803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333487390345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333488047716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333488064801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333488128360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333488135430
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333488511208
